rank,finalWorth,category,personName,age,country,gender,source,status
1905,1500,Service,Robert Mouawad,78,Bahrain,M,Fine jewelry,E
1905,1500,Logistics,Jerry Moyes & family,79,United States,M,Transportation,U
1905,1500,Technology,John Ocampo,63,United States,M,Semiconductors,U
1905,1500,Diversified,Stefan Olsson,74,United Kingdom,M,Diversified,U
1905,1500,Energy,Rubens Ometto Silveira Mello,73,Brazil,M,"Sugar, ethanol",D
1905,1500,Finance & Investments,Anne Marie See Pastor,,,F,Finance,Split Family Fortune
1905,1500,Finance & Investments,George Pastor,,,M,Finance,Split Family Fortune
1905,1500,Finance & Investments,Nelson Peltz,80,United States,M,Investments,D
1905,1500,Construction & Engineering,David Penaloza Alanis,49,Mexico,M,Toll roads,U
1905,1500,Fashion & Retail,Karl-Johan Persson,48,Sweden,M,H&M,E
1905,1500,Food & Beverage,Mike Repole,55,United States,M,Sports drink,E
1905,1500,Food & Beverage,Duke Reyes,66,United States,M,Beer distribution,U
1905,1500,Real Estate,Kishin RK,39,Singapore,M,"Real estate, hotels",Split Family Fortune
1905,1500,Finance & Investments,Carlos Rodriguez-Pastor,63,Peru,M,Finance,Split Family Fortune
1905,1500,Finance & Investments,Christopher Rokos,52,United Kingdom,M,Hedge fund,E
1905,1500,Service,John Ruiz,56,United States,M,Healthcare services,N
1905,1500,Technology,Sheryl Sandberg,53,United States,F,Facebook,D
1905,1500,Automotive,Amnon Shashua,62,Israel,M,Automotive technology,E
1905,1500,Media & Entertainment,Ben Silbermann,40,United States,M,Social media,U
1905,1500,Fashion & Retail,Ron Sim,64,Singapore,M,retail,U
1905,1500,Finance & Investments,Leonid Simanovsky,73,Russia,M,Investments,R
1905,1500,Healthcare,Basudeo Singh,82,India,M,Pharmaceuticals,D
1905,1500,Technology,Frank Slootman,64,United States,M,Software,D
1905,1500,Real Estate,Terry Snow,79,Australia,M,"Airports, real estate",U
1905,1500,Real Estate,Axel Stawski,72,United States,M,Real estate,U
1905,1500,Finance & Investments,Thomas Steyer,65,United States,M,Hedge funds,E
1905,1500,Fashion & Retail,Sergei Studennikov & family,56,Russia,M,"Liquor stores, supermarkets",R
1905,1500,Real Estate,Su Suyu & family,74,China,F,"Utilities, real estate",D
1905,1500,Technology,Kevin Systrom,39,United States,M,Instagram,E
1905,1500,Food & Beverage,Tan Lili,,China,F,Feed,D
1905,1500,Food & Beverage,Tang Binsen,40,China,M,Beverages,E
1905,1500,Technology,Tang Rui,,China,M,Semiconductors,N
1905,1500,Manufacturing,Prachak Tangkaravakoon,79,Thailand,M,Paints,U
1905,1500,Healthcare,Jeff Tangney,50,United States,M,Healthcare IT,D
1905,1500,Fashion & Retail,Yuequn Tao,63,China,M,Contact Lens,D
1905,1500,Telecom,David Teoh,67,Australia,M,Telecom,D
1905,1500,Manufacturing,Carmen Thyssen,79,Andorra,F,"Investments, art",U
1905,1500,Automotive,Tran Ba Duong & family,63,Vietnam,M,Automotive,D
1905,1500,Telecom,Kenny Troutt,75,United States,M,Telecom,E
1905,1500,Gambling & Casinos,Jens von Bahr,52,Sweden,M,Gambling products,U
1905,1500,Healthcare,Wang Junmin,54,China,M,Pharmaceuticals,U
1905,1500,Healthcare,Weng Xianding,61,China,M,Medical devices,U
1905,1500,Energy,Farris Wilks,71,United States,M,Natural gas,U
1905,1500,Real Estate,Gordon Wu,87,Hong Kong,M,Real estate,D
1905,1500,Technology,Xiong Wu,47,China,M,Software,E
1905,1500,Media & Entertainment,Xu Zhenhua,,China,M,Online games,E
1905,1500,Technology,Xu Zhihan,50,China,M,Electronics,D
1905,1500,Food & Beverage,Tingdong Yang,62,China,M,Brewery,D
1905,1500,Service,Michael Minhong Yu,61,China,M,Education,R
1905,1500,Media & Entertainment,Justin Yuan,,China,M,Online games,E
1905,1500,Service,Zhang Bangxin,43,China,M,Education,R
1905,1500,Energy,Zhang Hong,,China,F,Solar,Split Family Fortune
1905,1500,Fashion & Retail,Zhou Zongwen & family,66,China,M,Jewelry,D
2020,1400,Diversified,Antti Aarnio-Wihuri,83,Finland,M,Diversified,D
2020,1400,Finance & Investments,Alberto Alcocer,80,Spain,M,Investments,U
2020,1400,Fashion & Retail,Nigel Austin,52,Australia,M,Retail,D
2020,1400,Technology,Binny Bansal,40,Singapore,M,Flipkart,U
2020,1400,Healthcare,Girdhari Lal Bawri,75,India,M,Pharmaceuticals,D
2020,1400,Diversified,John Bloor,79,United Kingdom,M,"Real estate, manufacturing",D
2020,1400,Energy,Vladimir Bogdanov,71,Russia,M,Oil,R
2020,1400,Food & Beverage,Amit Burman,53,India,M,Consumer goods,D
2020,1400,Metals & Mining,Cai Jianyong,52,China,M,Nickel,N
2020,1400,Technology,Steve Case,64,United States,M,AOL,D
2020,1400,Technology,Chen Wenyuan & family,55,China,M,Testing equipment,E
2020,1400,Real Estate,Chua Thian Poh,74,Singapore,M,Real estate,U
2020,1400,Finance & Investments,Sasson Dayan & family,83,Brazil,M,Banking,U
2020,1400,Metals & Mining,Chris Ellison,65,Australia,M,Mining,N
2020,1400,Manufacturing,John Farber,97,United States,M,Chemicals,D
2020,1400,Finance & Investments,J. Christopher Flowers,65,United States,M,Investments,U
2020,1400,Fashion & Retail,Reinold Geiger,75,Switzerland,M,Beauty products,D
2020,1400,Technology,Ali Ghodsi,44,United States,M,Data analytics,D
2020,1400,Diversified,Lance Gokongwei,55,Philippines,M,Diversified,D
2020,1400,Food & Beverage,Guan Yihong,53,China,M,Restaurant,U
2020,1400,Manufacturing,Rajinder Gupta,64,India,M,"Textiles, paper",D
2020,1400,Service,Torstein Hagen,80,Switzerland,M,Cruises,D
2020,1400,Construction & Engineering,Ayman Hariri,44,France,M,"Construction, investments",E
2020,1400,Finance & Investments,Alfredo Harp Helu & family,79,Mexico,M,"Banking, investments",U
2020,1400,Automotive,He Xiaopeng,45,China,M,Electric vehicles,D
2020,1400,Fashion & Retail,Christoph Henkel,65,United Kingdom,M,Consumer goods,E
2020,1400,Fashion & Retail,Daniel Hirschfeld,81,United States,M,Fashion retail,E
2020,1400,Technology,Drew Houston,40,United States,M,Cloud storage service,D
2020,1400,Manufacturing,Huang Jinxiang & family,58,China,M,Chemicals,U
2020,1400,Manufacturing,Rameshchandra Jain,74,India,M,Textiles,U
2020,1400,Healthcare,Ke Zunhong & family,68,China,M,Pharmaceuticals,D
2020,1400,Media & Entertainment,Kim Taek-jin,56,South Korea,M,Online games,D
2020,1400,Real Estate,Koh Wee Meng,59,Singapore,M,"Real estate, hotels",U
2020,1400,Manufacturing,Sergei Kolesnikov,51,Russia,M,Building materials,U
2020,1400,Finance & Investments,Hemendra Kothari,76,India,M,Financial services,D
2020,1400,Finance & Investments,Sebastian Kulczyk,42,Switzerland,M,Diversified,E
2020,1400,Real Estate,Kwee Liong Keng,77,Singapore,M,Real estate,Split Family Fortune
2020,1400,Real Estate,Kwee Liong Phing,65,Singapore,M,Real estate,Split Family Fortune
2020,1400,Real Estate,Kwee Liong Seen,70,Singapore,M,Real estate,Split Family Fortune
2020,1400,Real Estate,Kwee Liong Tek,76,Singapore,M,Real estate,Split Family Fortune
2020,1400,Diversified,Kwek Leng Keow,71,Singapore,M,Diversified,N
2020,1400,Diversified,Kwek Leng Peck,67,Singapore,M,Diversified,U
2020,1400,Real Estate,Raymond Kwok,69,Hong Kong,M,Real estate,U
2020,1400,Diversified,Lee Ho-jin,60,South Korea,M,Diversified,U
2020,1400,Finance & Investments,Michael Lee-Chin,72,Canada,M,Mutual funds,D
2020,1400,Service,Manfredi Lefebvre d'Ovidio & family,69,Monaco,M,Cruises,D
2020,1400,Fashion & Retail,Bernard Lewis & family,97,United Kingdom,M,Fashion retailer,U
2020,1400,Metals & Mining,Li Jinyang,,China,F,Mining,D
2020,1400,Automotive,William Li,48,China,M,Electric vehicles,D
2020,1400,Manufacturing,Jenny Lindén Urnes,52,Sweden,F,Powdered metal,E
2020,1400,Healthcare,Liu Fangyi,53,China,M,Medical equipment,D
2020,1400,Technology,K.C. Liu,69,Taiwan,M,Manufacturing,D
2020,1400,Manufacturing,Liu Ming Chung,60,Hong Kong,M,Paper,D
2020,1400,Metals & Mining,Anatoly Lomakin,70,Russia,M,Investments,E
2020,1400,Food & Beverage,Brandt Louie,79,Canada,M,Drugstores,D
2020,1400,Diversified,Lucia Maggi & family,90,Brazil,F,Agribusiness,Split Family Fortune
2020,1400,Media & Entertainment,Gary Magness,69,United States,M,"Cable TV, investments",E
2020,1400,Technology,Mao Lixiang & family,82,China,M,Cooking appliances,D
2020,1400,Manufacturing,David McMurtry,82,United Kingdom,M,Manufacturing,D
2020,1400,Manufacturing,Deepak Mehta,66,India,M,Chemicals,D
2020,1400,Real Estate,Miao Shouliang,68,China,M,Real estate,D
2020,1400,Healthcare,Miao Yongjun,55,China,M,Clinical diagnostics,U
2020,1400,Real Estate,Yoshiko Mori,82,Japan,F,Real estate,U
2020,1400,Technology,Marius Nacht,57,Israel,M,Software,E
2020,1400,Healthcare,Tadako Nakatani,,Japan,F,Medical diagnostic equipment,D
2020,1400,Metals & Mining,Vadim Novinsky,59,Ukraine,M,Steel,U
2020,1400,Finance & Investments,Niti Osathanugrah,49,Thailand,M,"Energy drinks,investments",D
2020,1400,Finance & Investments,Gretel Packer,57,Australia,F,Investments,D
2020,1400,Manufacturing,Pan Longquan,58,China,M,Manufacturing,N
2020,1400,Real Estate,Pan Shiyi,60,China,M,Real estate,Split Family Fortune
2020,1400,Healthcare,David Paul,56,United States,M,Medical devices,D
2020,1400,Fashion & Retail,Tom Persson,38,Sweden,M,H&M,D
2020,1400,Automotive,Qian Jinghong,50,China,F,Electric scooters,R
2020,1400,Manufacturing,Qin Long,57,China,M,Tire,D
2020,1400,Healthcare,M.Satyanarayana Reddy,65,India,M,Pharmaceuticals,D
2020,1400,Diversified,Mochtar Riady & family,93,Indonesia,M,Diversified,D
2020,1400,Fashion & Retail,Rihanna,35,United States,F,"Music, cosmetics",D
2020,1400,Construction & Engineering,Boris Rotenberg,66,Russia,M,"Construction, pipes, chemicals",U
2020,1400,Real Estate,Subhash Runwal,79,India,M,Real estate,E
2020,1400,Manufacturing,Igor Rybakov,50,Russia,M,Building materials,U
2020,1400,Healthcare,Carlos Sanchez,61,Brazil,M,Generic drugs,E
2020,1400,Real Estate,Martin Selig,85,United States,M,Real estate,E
2020,1400,Energy,Airat Shaimiev,61,Russia,M,"Refinery, chemicals",U
2020,1400,Energy,Radik Shaimiev,58,Russia,M,"Refinery, chemicals",U
2020,1400,Fashion & Retail,Nobutoshi Shimamura,97,Japan,M,Retail,U
2020,1400,Technology,Jared Smith,48,United States,M,Cloud computing,E
2020,1400,Fashion & Retail,Charlotte Soderstrom,46,Sweden,F,H&M,D
2020,1400,Healthcare,Anand Surana,52,India,M,Pharmaceuticals,D
2020,1400,Healthcare,Dilip Surana,57,India,M,Pharmaceuticals,D
2020,1400,Finance & Investments,Wilma Tisch,95,United States,F,Diversified,D
2020,1400,Technology,Jianyi Wang,60,China,M,Fiber optic cables,U
2020,1400,Logistics,Wang Jilei,58,China,M,Logistics,U
2020,1400,Manufacturing,Shuifu Wang,68,China,M,Manufacturing,D
2020,1400,Manufacturing,Wang Yanqing & family,76,China,F,Carbon fiber products,D
2020,1400,Metals & Mining,Wang Zelong,26,China,M,Chemicals,D
2020,1400,Manufacturing,Werner O. Weber,84,Switzerland,M,Electronic components,E
2020,1400,Manufacturing,Anne Werninghaus,37,Brazil,F,Industrial machinery,U
2020,1400,Finance & Investments,"Alfred West, Jr.",80,United States,M,Money management,U
2020,1400,Manufacturing,Bo Wu,68,China,M,Machinery,E
2020,1400,Manufacturing,Wu Chaoqun,53,China,M,Chemicals,U
2020,1400,Technology,Swift Xie,43,China,M,Drones,E
2020,1400,Manufacturing,Xu Guozhong & family,59,China,M,Motors,D
2020,1400,Food & Beverage,Yao Kuizhang,58,China,M,Beverages,D
2020,1400,Real Estate,Yu Peidi,63,China,M,Real estate,D
2020,1400,Healthcare,Yuan Liping,52,China,F,Pharmaceuticals,D
2020,1400,Manufacturing,Zhang Chuanwei & family,60,China,M,Machinery,D
2020,1400,Real Estate,Zhang Keqiang,62,China,M,Real estate,D
2020,1400,Real Estate,Zhang Xin,57,China,F,Real estate,Split Family Fortune
2020,1400,Manufacturing,Xinghai Zhang & family,60,China,M,Machinery,D
2020,1400,Manufacturing,Zheng Jianjiang & family,62,China,M,Electrical equipment,D
2020,1400,Real Estate,Zhong Sheng Jian,65,Singapore,M,Real estate,D
2020,1400,Fashion & Retail,Zhou Chengjian,57,China,M,Fashion retail,D
2020,1400,Diversified,Boris Zingarevich,63,Russia,M,"Pulp and paper, diversified",R
2133,1300,Automotive,A. Jayson Adair,53,United States,M,Damaged cars,U
2133,1300,Logistics,Soegiarto Adikoesoemo,85,Indonesia,M,Chemicals,R
2133,1300,Healthcare,Rajendra Agarwal,64,India,M,Pharmaceuticals,D
2133,1300,Healthcare,Chirayu Amin,76,India,M,Pharmaceuticals,D
2133,1300,Real Estate,Anant Asavabhokhin,72,Thailand,M,Real estate,E
2133,1300,Finance & Investments,Roman Avdeev,55,Russia,M,"Banking, development",R
2133,1300,Automotive,Ziv Aviram,64,Israel,M,Automotive technology,D
2133,1300,Fashion & Retail,Sachin Bansal,41,India,M,Flipkart,E
2133,1300,Energy,Kiki Barki,83,Indonesia,M,Coal,D
2133,1300,Construction & Engineering,Elena Baturina,60,United Kingdom,F,"Investments, real estate",D
2133,1300,Healthcare,Banwari Lal Bawri,70,India,M,Pharmaceuticals,D
2133,1300,Finance & Investments,Othman Benjelloun & family,90,Morocco,M,"Banking, insurance",E
2133,1300,Diversified,Hari Bhartia,66,India,M,Diversified,D
2133,1300,Healthcare,Shyam Bhartia,70,India,M,"Pharmaceuticals, food",D
2133,1300,Technology,Stewart Butterfield,50,United States,M,Messaging software,D
2133,1300,Technology,Cai Mingtong,71,China,M,Electronic components,D
2133,1300,Technology,Anthony Casalena,40,United States,M,Software,E
2133,1300,Manufacturing,Chang Jianming & family,58,China,M,Industrial equipment,N
2133,1300,Real Estate,Richard Chang,76,Taiwan,M,"Real estate, electronics",D
2133,1300,Metals & Mining,Chen Xuehua,62,China,M,Minerals processing,D
2133,1300,Manufacturing,Chen Yin,50,China,M,Power tools,N
2133,1300,Automotive,Chin Jong Hwa,64,Taiwan,M,Auto parts,D
2133,1300,Telecom,R. Marcelo Claure,52,United States,M,Cell phone distribution,N
2133,1300,Finance & Investments,Alberto Cortina,77,Spain,M,Investments,E
2133,1300,Real Estate,Eduardo Costantini,76,Argentina,M,Real estate,D
2133,1300,Food & Beverage,Wenjun Dai,54,China,M,Food,D
2133,1300,Technology,Anand Deshpande,60,India,M,Technology,E
2133,1300,Media & Entertainment,Aydin Dogan,86,Turkey,M,Media,U
2133,1300,Finance & Investments,Annalisa Doris,52,Italy,F,Financial services,N
2133,1300,Finance & Investments,Massimo Doris,55,Italy,M,Financial services,N
2133,1300,Healthcare,Weimin Du,59,China,M,Vaccines,D
2133,1300,Energy,Timothy Dunn & family,67,United States,M,Energy,N
2133,1300,Media & Entertainment,Keiko Erikawa,74,Japan,F,Video games,Split Family Fortune
2133,1300,Media & Entertainment,Yoichi Erikawa,72,Japan,M,Video games,Split Family Fortune
2133,1300,Finance & Investments,Philip Fayer,45,Canada,M,Online payments,D
2133,1300,Real Estate,Marvy Finger,87,United States,M,Real estate,E
2133,1300,Construction & Engineering,Simona Giorgetta,45,Italy,F,Chemical products,E
2133,1300,Finance & Investments,Joel Greenberg,65,United States,M,"Trading, investments",N
2133,1300,Finance & Investments,He Zhiping,59,China,M,Investments,D
2133,1300,Manufacturing,Heikki Herlin,36,Finland,M,"Elevators, escalators",U
2133,1300,Real Estate,Hoi Kin Hong,70,China,M,Real estate,D
2133,1300,Finance & Investments,Lillyn Teh Li Hua,,,F,Finance,N
2133,1300,Finance & Investments,Gregg Hymowitz,57,United States,M,Asset management,N
2133,1300,Service,Mitchell Jacobson,72,United States,M,Industrial equipment,E
2133,1300,Manufacturing,Anurang Jain,61,India,M,Auto parts,D
2133,1300,Manufacturing,Jiang Guiting & family,64,China,M,Manufacturing,E
2133,1300,Manufacturing,Jin Xin,56,China,M,Manufacturing,D
2133,1300,Finance & Investments,Conni Jonsson,62,Sweden,M,Asset management,D
2133,1300,Finance & Investments,George Joseph,101,United States,M,Insurance,D
2133,1300,Technology,Laurent Junique,57,Singapore,M,Call centers,U
2133,1300,Diversified,Zbigniew Juroszek & family,60,Poland,M,"Real estate, gambling",U
2133,1300,Technology,Alexander Karp,55,United States,M,Software firm,U
2133,1300,Healthcare,Joe Kiani,58,United States,M,Medical devices,N
2133,1300,Finance & Investments,Seth Klarman,65,United States,M,Investments,D
2133,1300,Technology,Kagemasa Kozuki,82,Japan,M,Video games,D
2133,1300,Technology,Michael Krasny,69,United States,M,Retail,E
2133,1300,Technology,Eduard Kucera,70,Czech Republic,M,Software,D
2133,1300,Finance & Investments,Kristo Käärmann,42,United Kingdom,M,"Payments, banking",U
2133,1300,Fashion & Retail,Gary Lauder,60,United States,M,Estée Lauder,D
2133,1300,Technology,Lee Hae-jin,55,South Korea,M,Internet,D
2133,1300,Diversified,Art Levinson,73,United States,M,"Genentech, Apple",D
2133,1300,Food & Beverage,Li Denghai,73,China,M,Seed production,D
2133,1300,Diversified,Fengluan Li,61,China,F,"Steel, diversified",E
2133,1300,Manufacturing,Li Yongqing,58,China,M,Petro Firbe,D
2133,1300,Manufacturing,Li Zhigang,46,China,M,Machinery,D
2133,1300,Healthcare,Liu Gexin & family,71,China,M,Pharmaceuticals,R
2133,1300,Food & Beverage,Itamar Locks & family,68,Brazil,M,Agribusiness,Split Family Fortune
2133,1300,Media & Entertainment,Lu Hongyan,45,China,M,Online games,U
2133,1300,Healthcare,Lv Jianming,58,China,M,Medical equipment,D
2133,1300,Food & Beverage,Blairo Maggi,66,Brazil,M,Agribusiness,Split Family Fortune
2133,1300,Diversified,Yasseen Mansour,61,Egypt,M,Diversified,U
2133,1300,Fashion & Retail,Charlwin Mao,,China,M,E-commerce,D
2133,1300,Real Estate,George Marcus,81,United States,M,Real estate,D
2133,1300,Healthcare,Yves-Loic Martin,57,France,M,Laboratory services,D
2133,1300,Finance & Investments,Carsten Maschmeyer,63,Germany,M,Finance services,U
2133,1300,Finance & Investments,Lillian Teh Li Ming,,,F,Banking,N
2133,1300,Logistics,Martin Moller Nielsen,58,Switzerland,M,Aircraft leasing,E
2133,1300,Finance & Investments,Jahm Najafi,60,United States,M,Investments,N
2133,1300,Finance & Investments,Randal Nardone,67,United States,M,"Investments, energy",E
2133,1300,Food & Beverage,Nguyen Dang Quang,59,Vietnam,M,"Consumer products, banking",D
2133,1300,Gambling & Casinos,Kazuo Okada,80,Japan,M,Casinos,D
2133,1300,Healthcare,John Oyler,55,United States,M,Biotech,U
2133,1300,Finance & Investments,William Teh Lee Pang,,,M,Banking,N
2133,1300,Manufacturing,George Pedersen & family,87,United States,M,Defense contractor,U
2133,1300,Fashion & Retail,Qu Miranda,38,China,F,E-commerce,D
2133,1300,Real Estate,Jupally Rameshwar Rao,67,India,M,Real estate,U
2133,1300,Logistics,G. M. Rao,72,India,M,Infrastructure,D
2133,1300,Healthcare,P.V. Ramprasad Reddy,65,India,M,Pharmaceuticals,D
2133,1300,Healthcare,Satish Reddy,55,India,M,Pharmaceuticals,E
2133,1300,Fashion & Retail,Fernando Roig,75,Spain,M,Supermarkets,D
2133,1300,Diversified,Igor Rotenberg,49,Russia,M,"Investments, real estate",R
2133,1300,Manufacturing,Seifeddin Rustamov,60,United States,M,Chemicals,N
2133,1300,Diversified,Deniz Sahenk,77,Turkey,F,Diversified,E
2133,1300,Food & Beverage,Nobutada Saji,77,Japan,M,Beverages,U
2133,1300,Gambling & Casinos,Hajime Satomi,81,Japan,M,"Video games, pachinko",E
2133,1300,Technology,James Scapa,66,United States,M,Software,E
2133,1300,Manufacturing,Stephan Schnabel,48,,M,Chemicals,U
2133,1300,Healthcare,Devi Shetty,70,India,M,Healthcare,U
2133,1300,Diversified,Albert Shigaboutdinov,70,Russia,M,"Refinery, chemicals",E
2133,1300,Finance & Investments,Diana Teh Li Shing,,,F,Banking,N
2133,1300,Food & Beverage,Denis Shtengelov,50,Australia,M,"Food, retail",N
2133,1300,Manufacturing,Fei Song,56,China,M,Machinery,D
2133,1300,Sports,Hal Steinbrenner,54,United States,M,Sports,N
2133,1300,Sports,Jessica Steinbrenner,59,United States,F,Sports,N
2133,1300,Sports,Jennifer Steinbrenner Swindal,63,United States,F,Sports,N
2133,1300,Metals & Mining,Konstantin Strukov & family,64,Russia,M,"Gold, coal mining",R
2133,1300,Energy,Rustem Sulteev,69,Russia,M,"Refinery, chemicals",E
2133,1300,Food & Beverage,Clemens Toennies,66,Germany,M,Meat processing,D
2133,1300,Food & Beverage,Robert Toennies,44,Germany,M,Meat processing,D
2133,1300,Real Estate,John Van Lieshout,77,Australia,M,Real estate,D
2133,1300,Healthcare,Pongsak Viddayakorn,89,Thailand,M,Hospitals,U
2133,1300,Fashion & Retail,Wang Jianguo,63,China,M,Retail,D
2133,1300,Service,Junjin Wang,54,China,M,Airline,D
2133,1300,Manufacturing,Wang Mingwang,55,China,M,Electronics components,D
2133,1300,Technology,Wei Lidong & family,47,China,M,Software,D
2133,1300,Fashion & Retail,Myron Wentz,83,Cayman Islands,M,Health products,D
2133,1300,Manufacturing,Wu Xiaoge,50,China,F,Battery components,Split Family Fortune
2133,1300,Diversified,Wu Xushun & family,74,China,M,Internet,D
2133,1300,Healthcare,Xiong Xiaochuan,57,China,M,Medical devices,N
2133,1300,Technology,Xu Shaochun,60,China,M,Software,D
2133,1300,Technology,Yan Jane & family,53,China,F,Software,U
2133,1300,Manufacturing,Zeng Chaoyi,54,China,M,Aluminum products,E
2133,1300,Service,Peng Zhao,52,China,M,Online recruitment,E
2133,1300,Service,Zhao Tongtong,56,Hong Kong,F,Hotels,R
2133,1300,Metals & Mining,Kostyantin Zhevago,49,Ukraine,M,Mining,E
2133,1300,Manufacturing,Zong Yanmin,,China,M,Semiconductor materials,E
2259,1200,Finance & Investments,Sanjay Agarwal,52,India,M,Banking,E
2259,1200,Finance & Investments,Hamad bin Jassim bin Jaber Al Thani,63,Qatar,M,Investments,E
2259,1200,Diversified,Joao Alves de Queiroz Filho,70,Brazil,M,Pharmaceuticals,U
2259,1200,Metals & Mining,Jose Maria Aristrain,60,Switzerland,M,Steel,E
2259,1200,Finance & Investments,Michael Arougheti,50,United States,M,Finance,N
2259,1200,Technology,Tope Awotona,41,United States,M,Software,D
2259,1200,Healthcare,Mehmet Aydinlar,66,Turkey,M,Hospitals,D
2259,1200,Real Estate,Danna Azrieli,55,Israel,F,Real estate,D
2259,1200,Real Estate,Naomi Azrieli,57,Canada,F,Real estate,D
2259,1200,Real Estate,Sharon Azrieli,62,Canada,F,Real estate,D
2259,1200,Energy,Bai Houshan,59,China,M,Lithium battery,D
2259,1200,Finance & Investments,Thomas Bailey,86,United States,M,Money management,E
2259,1200,Healthcare,Bernhard Braun-Luedicke,46,Germany,M,Medical technology,D
2259,1200,Healthcare,Eva Maria Braun-Luedicke,36,Germany,F,Medical technology,D
2259,1200,Healthcare,Friederike Braun-Luedicke,39,Germany,F,Medical technology,E
2259,1200,Real Estate,Jeffrey Cheah,78,Malaysia,M,"Property, healthcare",D
2259,1200,Food & Beverage,Chen Xianbao & family,63,China,M,Food,D
2259,1200,Healthcare,Cheng Xianfeng,54,China,M,Pharmaceuticals,D
2259,1200,Fashion & Retail,Chung Yong-jin,54,South Korea,M,Retail,D
2259,1200,Service,Darwin Deason,82,United States,M,Software,D
2259,1200,Fashion & Retail,Diego Della Valle,69,Italy,M,Shoes,D
2259,1200,Manufacturing,Ashwin Desai,71,India,M,Specialty chemicals,N
2259,1200,Media & Entertainment,Richard Desmond,71,United Kingdom,M,Publishing,D
2259,1200,Fashion & Retail,Ding Shui Po,52,China,M,"Sneakers, sportswear",D
2259,1200,Fashion & Retail,Sefik Yilmaz Dizdar,85,Turkey,M,Fashion retail,U
2259,1200,Media & Entertainment,Mathias Doepfner,60,Germany,M,Media,D
2259,1200,Manufacturing,Farhad Ebrahimi,84,United States,M,Solar panels,N
2259,1200,Diversified,Jose Roberto Ermirio de Moraes,65,Brazil,M,Diversified,D
2259,1200,Diversified,Jose Ermirio de Moraes Neto,70,Brazil,M,Diversified,D
2259,1200,Manufacturing,Fang Hongbo,56,China,M,Home appliances,D
2259,1200,Manufacturing,David Feffer,66,Brazil,M,Pulp and paper,D
2259,1200,Manufacturing,Zsolt Felcsuti,51,Hungary,M,Manufacturing,N
2259,1200,Fashion & Retail,Ben Francis,30,United Kingdom,M,Fitness clothing,N
2259,1200,Fashion & Retail,Gary Friedman,65,United States,M,Furniture retail,D
2259,1200,Metals & Mining,Dan Gertler,49,Israel,M,Mining,E
2259,1200,Manufacturing,Balkrishan Goenka,56,India,M,Textiles,D
2259,1200,Finance & Investments,Lawrence Golub,63,United States,M,Private equity,E
2259,1200,Manufacturing,Saroj Rani Gupta,72,India,F,Steel tubes,N
2259,1200,Technology,Anthony Hall,67,Australia,M,Technology,N
2259,1200,Construction & Engineering,Fahed Hariri,42,United Kingdom,M,"Construction, investments",E
2259,1200,Fashion & Retail,Richard Hayne,75,United States,M,Urban Outfitters,E
2259,1200,Finance & Investments,Michael Heine,73,Australia,M,Financial services,E
2259,1200,Technology,Orion Hindawi,43,United States,M,Software,D
2259,1200,Gambling & Casinos,Lawrence Ho,46,Hong Kong,M,Casinos,R
2259,1200,Fashion & Retail,Huang Guanlin,58,China,M,"Textiles, apparel",D
2259,1200,Technology,Sam Hupert,68,Australia,M,Technology,N
2259,1200,Telecom,Mohammed Ibrahim,76,United Kingdom,M,Communications,E
2259,1200,Food & Beverage,Shirley Kao,66,Taiwan,F,Food & beverage retailing,E
2259,1200,Finance & Investments,David Kaplan,55,United States,M,Finance,N
2259,1200,Fashion & Retail,Kim Kardashian,42,United States,F,"Shapewear, cosmetics, reality TV",D
2259,1200,Manufacturing,Ke Guihua,57,China,M,Auto parts,U
2259,1200,Healthcare,Ke Yunfeng & family,56,China,M,Retailing,U
2259,1200,Real Estate,Alexander Klyachin,55,Russia,M,Real estate,R
2259,1200,Manufacturing,Christine Knauf,,Germany,F,Building materials,D
2259,1200,Manufacturing,Karl Knauf,,Germany,M,Building materials,D
2259,1200,Automotive,Suresh Krishna,86,India,M,Auto parts,U
2259,1200,Media & Entertainment,Guy Laliberté,63,Canada,M,Cirque du Soleil,E
2259,1200,Technology,Lee Su-jin,45,South Korea,M,Hospitality,N
2259,1200,Manufacturing,Li Guoqing,53,China,M,Petro Fibre,D
2259,1200,Healthcare,Li Li,59,China,M,Pharmaceuticals,D
2259,1200,Healthcare,Li Ruiqiang,43,China,M,Medical services,D
2259,1200,Manufacturing,Zhen Li & family,59,China,M,Lithium batteries,D
2259,1200,Manufacturing,Guangwei Liang,59,China,M,Conglomerate,D
2259,1200,Energy,Liu Ming Hui,60,Hong Kong,M,Natural gas distribution,D
2259,1200,Technology,Frederic Luddy,68,United States,M,Software,D
2259,1200,Food & Beverage,"Cargill MacMillan, III.",63,United States,M,Cargill,D
2259,1200,Food & Beverage,John MacMillan,73,United States,M,Cargill,D
2259,1200,Food & Beverage,Martha MacMillan,71,United States,F,Cargill,D
2259,1200,Food & Beverage,William MacMillan,68,United States,M,Cargill,D
2259,1200,Diversified,Keshub Mahindra,99,India,M,Diversified,R
2259,1200,Manufacturing,Mao Zhongwu,60,China,M,Manufacturing,D
2259,1200,Construction & Engineering,Jorge Mas,60,United States,M,Construction,U
2259,1200,Diversified,Lorinc Meszaros,57,Hungary,M,Diversified,E
2259,1200,Technology,Jeffrey Michael & family,66,United States,M,Data management,U
